Positive	Negative	Text	Explanation
1	-1	Consolidating ExecutorScheduler and ScheduledExecutorScheduler  ScheduledExecutorScheduler is just an extension of ExecutorScheduler so keeping them together for less surface area on the API.	Consolidating ExecutorScheduler and ScheduledExecutorScheduler ScheduledExecutorScheduler is just an extension of ExecutorScheduler so keeping them together for less surface area on the API .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Formatting to match codebase	Formatting to match codebase [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Keeping ScheduledObserver out of public API  For now keeping ScheduledObserver an implementation detail until it's clear we want it part of the long-term public API.	Keeping ScheduledObserver out of public API For now keeping ScheduledObserver an implementation detail until it's clear we want it part of the long -term public API .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/main/java/rx/Observable.java	rxjava -core /src /main /java /rx /Observable .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Gradle Release Plugin - new version commit:  'rxjava-0.6.4-SNAPSHOT'.	Gradle Release Plugin -new version commit :'rxjava -0 .[sentence: 1,-1] 6 .[sentence: 1,-1] 4 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Gradle Release Plugin - pre tag commit:  'rxjava-0.6.3'.	Gradle Release Plugin -pre tag commit :'rxjava -0 .[sentence: 1,-1] 6 .[sentence: 1,-1] 3 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.6.3	Version 0 .[sentence: 1,-1] 6 .3 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #224 from benjchristensen/execution-hooks  RxJavaObservableExecutionHook	Merge pull request #224 from benjchristensen /execution -hooks RxJavaObservableExecutionHook [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	RxJavaObservableExecutionHook  Allow a plugin to intercept invocations of an Observable via its subscribe method.  Use cases:  - extra logging or metrics for start, return and error events when subscribing  - decorate (or replace) an 'onSubscribe' function with additional behavior  - decorate an Exception  - decorate a Subscription  This is modeled after Hystrix Plugins: http://netflix.github.com/Hystrix/javadoc/index.html?com/netflix/hystrix/strategy/executionhook/HystrixCommandExecutionHook.html  Javadocs will be at http://netflix.github.com/RxJava/javadoc/	RxJavaObservableExecutionHook Allow a plugin to intercept invocations of an Observable via its subscribe method .[sentence: 1,-1] Use cases :-extra logging or metrics for start ,return and error[-2]events when subscribing -decorate (or replace )an 'onSubscribe 'function with additional behavior -decorate an Exception -decorate a Subscription This is modeled after Hystrix Plugins :http ://netflix .[sentence: 1,-2] github .[sentence: 1,-1] com /Hystrix /javadoc /index .[sentence: 1,-1] html ?[sentence: 1,-1] com /netflix /hystrix /strategy /executionhook /HystrixCommandExecutionHook .[sentence: 1,-1] html Javadocs will be at http ://netflix .[sentence: 1,-1] github .[sentence: 1,-1] com /RxJava /javadoc /[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	added threadPoolForComputation and threadPoolForIO schedulers	added threadPoolForComputation and threadPoolForIO schedulers [sentence: 1,-1] [result: max + and - of any sentence]
