Positive	Negative	Text	Explanation
1	-1	Slightly cleaner code for onNext from buffer	Slightly cleaner code for onNext from buffer [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #1705 from edenman/1.x  Issue #1642 Fix null-emitting combineLatest	Merge pull request #1705 from edenman /1 .[sentence: 1,-1] x[2]Issue #1642 Fix null -emitting combineLatest [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1687 from jbripley/opt-empty  Don't allocate an empty ArrayList for each Observable.empty call	Merge pull request #1687 from jbripley /opt -empty Don't allocate an empty ArrayList for each Observable .[sentence: 1,-1] empty call [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Issue #1642 Fix null-emitting combineLatest	Issue #1642 Fix null -emitting combineLatest [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Don't allocate an empty ArrayList for each Observable.empty call	Don't allocate an empty ArrayList for each Observable .[sentence: 1,-1] empty call [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Remove CloudBees and Pull Request Logo  - migrating to Travis - Makes no sense to show the pull request build status as there can be many and any of them could fail without meaning anything for the project.	Remove CloudBees and Pull Request Logo -migrating to Travis -Makes no sense to show the pull request build status as there can be many and any of them could fail[-3][--1 booster word]without meaning anything for the project .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	fix typo	fix typo [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1672 from benjchristensen/merge-0_20_4  Merge 0.20.4 Fixes	Merge pull request #1672 from benjchristensen /merge -0 _20 _4 Merge 0 .[sentence: 1,-1] 20 .[sentence: 1,-1] 4 Fixes [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.20.4 and 1.0.0-rc.3	0 .[sentence: 1,-1] 20 .[sentence: 1,-1] 4 and 1 .[sentence: 1,-1] 0 .[sentence: 1,-1] 0 -rc .3 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Make TakeUntil obey Rx contract	Make TakeUntil obey Rx contract [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Error Handling Unsubscribe and Terminal State	Error[-2]Handling Unsubscribe and Terminal State [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Ignore furthur messages after entering terminate state	Ignore furthur messages after entering terminate state [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	OperatorScan should check for MAX_VALUE on request	OperatorScan should check for MAX _VALUE[2]on request [sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Fix the bug that Switch doesn't propagate 'unsubscribe'	Fix the bug[-2]that Switch doesn't propagate 'unsubscribe '[sentence: 1,-2] [result: max + and - of any sentence]
2	-1	Update CONTRIBUTING.md  Added 0.x and 1.x branches.	Update CONTRIBUTING .[sentence: 1,-1] md Added 0 .[sentence: 1,-1] x[2]and 1 .[sentence: 2,-1] x[2]branches .[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1665 from loganlinn/patch-1  Fix Javadoc README link	Merge pull request #1665 from loganlinn /patch -1 Fix Javadoc README link [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix Javadoc README link	Fix Javadoc README link [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Removing deprecated operators from operator decision trees	Removing deprecated operators from operator decision trees [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	1.0.0-rc.2	1 .[sentence: 1,-1] 0 .[sentence: 1,-1] 0 -rc .2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	1.0.0-rc.2	1 .[sentence: 1,-1] 0 .[sentence: 1,-1] 0 -rc .2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update CHANGES.md	Update CHANGES .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.20.3	0 .[sentence: 1,-1] 20 .3 [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #1652 from benjchristensen/1.x-scan-backpressure-fix  Operator Scan Backpressure Fix	Merge pull request #1652 from benjchristensen /1 .[sentence: 1,-1] x[2]-scan -backpressure -fix Operator Scan Backpressure Fix [sentence: 2,-1] [result: max + and - of any sentence]
2	-2	Operator Scan Backpressure Fix  Problem 1) The initial value was being emitted before subscription which caused issues with request/producer state, particularly if filter() was used to skip that initial value and then called request(1) before the real request had been sent. Problem 2) The initial value was not accounted for by the request so it was sending 1 more value than requested. It now modifies the request to account for it. Problem 3) Redo relied upon these nuances to work. I've fixed this by using a simpler implementation that just maintains state within a map function.	Operator Scan Backpressure Fix Problem[-2]1 )The initial value[2]was being emitted before subscription which caused issues with request /producer state ,particularly if filter ()was used to skip that initial value[2]and then called request (1 )before the real request had been sent .[sentence: 2,-2] Problem[-2]2 )The initial value[2]was not accounted for by the request so it was sending 1 more value[2]than requested .[sentence: 2,-2] It now modifies the request to account for it .[sentence: 1,-1] Problem[-2]3 )Redo relied upon these nuances to work .[sentence: 1,-2] I've fixed this by using a simpler implementation that just maintains state within a map function .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1645 from benjchristensen/remove-parallel-merge  Remove ParallelMerge	Merge pull request #1645 from benjchristensen /remove -parallel -merge Remove ParallelMerge [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Remove ParallelMerge  Removing confusing operator before locked in stone with 1.0.0 Final	Remove ParallelMerge Removing confusing[-2]operator before locked in stone with 1 .[sentence: 1,-2] 0 .[sentence: 1,-1] 0 Final [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Travis build image	Travis build image [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Only JDK 7 for Travis	Only JDK 7 for Travis [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	JDKs for Travis	JDKs for Travis [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Create .travis.yml	Create .[sentence: 1,-1] travis .[sentence: 1,-1] yml [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Update build.gradle  GroupID is not needed as it will use the default `io.reactivex`	Update build .[sentence: 1,-1] gradle GroupID is not needed as it will use the default[-2]`io .[sentence: 1,-2] reactivex `[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1644 from benjchristensen/nebula-build  Nebula Build - Single Module	Merge pull request #1644 from benjchristensen /nebula -build Nebula Build -Single Module [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Nebula Build - Single Module	Nebula Build -Single Module [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	migrate to single-module build	migrate to single -module build [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Copying javadoc enhancements for CompositException from 0.20	Copying javadoc enhancements for CompositException from 0 .[sentence: 1,-1] 20 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add license header	add license header [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.20.2	0 .[sentence: 1,-1] 20 .2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-3	Merge pull request #1639 from benjchristensen/doOnEach-error-swallowing  doOnEach - Handle Fatal Exceptions	Merge pull request #1639 from benjchristensen /doOnEach -error[-2]-swallowing doOnEach -Handle Fatal[-3]Exceptions [sentence: 1,-3] [result: max + and - of any sentence]
2	-3	doOnEach - Handle Fatal Exceptions  Merging change from 0.20 into 1.x => https://github.com/ReactiveX/RxJava/pull/1631/files	doOnEach -Handle Fatal[-3]Exceptions Merging change from 0 .[sentence: 1,-3] 20 into 1 .[sentence: 1,-1] x[2]=>https ://github .[sentence: 2,-1] com /ReactiveX /RxJava /pull /1631 /files [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1638 from benjchristensen/composite-exception  Composite Exception - Circular Reference Handling	Merge pull request #1638 from benjchristensen /composite -exception Composite Exception -Circular Reference Handling [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Composite Exception - Circular Reference Handling  Same change as https://github.com/ReactiveX/RxJava/pull/1632 against 0.20 for 1.x	Composite Exception -Circular Reference Handling Same change as https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /pull /1632 against[-2]0 .[sentence: 1,-2] 20 for 1 .x[2][sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #1635 from daschl/blockingperf  Optimize single BlockingObservable operations.	Merge pull request #1635 from daschl /blockingperf[-2]Optimize single BlockingObservable[-2]operations .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	0.20.1	0 .[sentence: 1,-1] 20 .1 [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Optimize single BlockingObservable operations.  This changeset optimizes all blocking operations that just return a single value. The previous code used an iterator all the time, adding significant GC pressure with iterators and a backing LBQ.  The following numbers are from the added JMH tests just as a general measurement. The most boost is gained from small results and less GC pressure.  Before this change: r.o.BlockingObservablePerf.benchFirst          1  thrpt         5  2839391.882    17771.079    ops/s r.o.BlockingObservablePerf.benchFirst       1000  thrpt         5  2046716.781    22884.125    ops/s r.o.BlockingObservablePerf.benchFirst    1000000  thrpt         5  2067456.792    15499.650    ops/s r.o.BlockingObservablePerf.benchLast           1  thrpt         5  2160081.041    21230.437    ops/s r.o.BlockingObservablePerf.benchLast        1000  thrpt         5    83270.845      871.836    ops/s r.o.BlockingObservablePerf.benchLast     1000000  thrpt         5      100.190        1.001    ops/s r.o.BlockingObservablePerf.benchSingle         1  thrpt         5  3702921.521   154008.164    ops/s  After this change: r.o.BlockingObservablePerf.benchFirst          1  thrpt         5  6466732.996   191239.670    ops/s r.o.BlockingObservablePerf.benchFirst       1000  thrpt         5  3752276.751   135138.711    ops/s r.o.BlockingObservablePerf.benchFirst    1000000  thrpt         5  3840942.600    59305.202    ops/s r.o.BlockingObservablePerf.benchLast           1  thrpt         5  4110186.134    98795.733    ops/s r.o.BlockingObservablePerf.benchLast        1000  thrpt         5    84528.104     1710.853    ops/s r.o.BlockingObservablePerf.benchLast     1000000  thrpt         5       99.460        2.091    ops/s r.o.BlockingObservablePerf.benchSingle         1  thrpt         5 11897793.778   321260.803    ops/s	Optimize single BlockingObservable[-2]operations .[sentence: 1,-2] This changeset optimizes all blocking[-2]operations that just return a single value[2].[sentence: 2,-2] The previous code used an iterator all the time ,adding significant GC pressure[-2]with iterators and a backing LBQ .[sentence: 1,-2] The following numbers are from the added JMH tests just as a general measurement .[sentence: 1,-1] The most boost is gained from small results and less GC pressure[-2].[sentence: 1,-2] Before this change :r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchFirst 1 thrpt 5 2839391 .[sentence: 1,-1] 882 17771 .[sentence: 1,-1] 079 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchFirst 1000 thrpt 5 2046716 .[sentence: 1,-1] 781 22884 .[sentence: 1,-1] 125 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchFirst 1000000 [+0.6 spelling mood emphasis]thrpt 5 2067456 .[sentence: 2,-1] 792 15499 .[sentence: 1,-1] 650 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchLast 1 thrpt 5 2160081 .[sentence: 1,-1] 041 21230 .[sentence: 1,-1] 437 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchLast 1000 thrpt 5 83270 .[sentence: 1,-1] 845 871 .[sentence: 1,-1] 836 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchLast 1000000 [+0.6 spelling mood emphasis]thrpt 5 100 .[sentence: 2,-1] 190 1 .[sentence: 1,-1] 001 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchSingle 1 thrpt 5 3702921 .[sentence: 1,-1] 521 154008 .[sentence: 1,-1] 164 ops /s After this change :r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchFirst 1 thrpt 5 6466732 .[sentence: 1,-1] 996 191239 .[sentence: 1,-1] 670 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchFirst 1000 thrpt 5 3752276 .[sentence: 1,-1] 751 135138 .[sentence: 1,-1] 711 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchFirst 1000000 [+0.6 spelling mood emphasis]thrpt 5 3840942 .[sentence: 2,-1] 600 59305 .[sentence: 1,-1] 202 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchLast 1 thrpt 5 4110186 .[sentence: 1,-1] 134 98795 .[sentence: 1,-1] 733 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchLast 1000 thrpt 5 84528 .[sentence: 1,-1] 104 1710 .[sentence: 1,-1] 853 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchLast 1000000 [+0.6 spelling mood emphasis]thrpt 5 99 .[sentence: 2,-1] 460 2 .[sentence: 1,-1] 091 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] BlockingObservablePerf[-2].[sentence: 1,-2] benchSingle 1 thrpt 5 11897793 .[sentence: 1,-1] 778 321260 .[sentence: 1,-1] 803 ops /s [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1621 from benjchristensen/deprecation-removal  Deprecation Removal	Merge pull request #1621 from benjchristensen /deprecation -removal Deprecation Removal [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove Deprecated Usage in Contrib Modules	Remove Deprecated Usage in Contrib Modules [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Deprecation Removal  Removing all deprecated methods and types for 1.0 https://github.com/ReactiveX/RxJava/issues/1001	Deprecation Removal Removing all deprecated methods and types for 1 .[sentence: 1,-1] 0 https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /1001 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1615 from abersnaze/migrate-rx-string  fix the usage of deprecated methods.	Merge pull request #1615 from abersnaze /migrate -rx -string fix the usage of deprecated methods .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix the usage of deprecated methods.	fix the usage of deprecated methods .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	#1607 wiping the javadoc @since slate clean for 1.0	#1607 wiping the javadoc @since slate clean for 1 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	copying over recent javadoc enhancements from the 0.20 branch	copying over recent javadoc enhancements from the 0 .[sentence: 1,-1] 20 branch [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1613 from daschl/more-namespace-changes  Moving Netflix to ReactiveX	Merge pull request #1613 from daschl /more -namespace -changes Moving Netflix to ReactiveX [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Replacing Netflix/RxJava with ReactiveX/RxJava	Replacing Netflix /RxJava with ReactiveX /RxJava [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README to reflect repository move.	Update README to reflect repository move .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.20.0	0 .[sentence: 1,-1] 20 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Migrate Non-Core Modules Out  - Delete all modules that have been moved into separate projects. - rename rxjava-core to rxjava	Migrate Non -Core Modules Out -Delete all modules that have been moved into separate projects .[sentence: 1,-1] -rename rxjava -core to rxjava [sentence: 1,-1] [result: max + and - of any sentence]
