Positive	Negative	Text	Explanation
1	-1	Merge pull request #1247 from zsxwing/zip-iterable  Merge pull request #1247	Merge pull request #1247 from zsxwing /zip -iterable Merge pull request #1247 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1254 from akarnokd/ZipWithIterableFix  Merge pull request #1254	Merge pull request #1254 from akarnokd /ZipWithIterableFix Merge pull request #1254 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1246 from akarnokd/AtomicReferencesToFieldUpdaters  Moved to atomic field updaters.	Merge pull request #1246 from akarnokd /AtomicReferencesToFieldUpdaters Moved to atomic field updaters .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Make the chunk_test.clj work again for now	Make the chunk _test .[sentence: 1,-1] clj work again for now [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Changed lazySet to regular volatile write to avoid potential visibility issues.	Changed lazySet to regular volatile[-2]write to avoid[-2]potential visibility issues .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	ZipIterable unsubscription fix.	ZipIterable unsubscription fix .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Rename to 'zipWith';  add 'zip(iterable)'; add examples	Rename to 'zipWith ';add 'zip (iterable )';add examples [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1248 from akarnokd/SchedulerTestConcurrentFix  Fixed testConcurrentOnNextFailsValidation	Merge pull request #1248 from akarnokd /SchedulerTestConcurrentFix Fixed testConcurrentOnNextFailsValidation [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1239 from zsxwing/apply-scaladoc-example  Update docs for "apply" and add an example	Merge pull request #1239 from zsxwing /apply -scaladoc -example Update docs for 'apply 'and add an example [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixed testConcurrentOnNextFailsValidation	Fixed testConcurrentOnNextFailsValidation [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Add zip(iterable, selector) to RxScala; resolve the issue of zipWithIndex; update CompletenessTest.scala	Add zip (iterable ,selector )to RxScala ;resolve[2]the issue of zipWithIndex ;update CompletenessTest .[sentence: 2,-1] scala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Moved to atomic field updaters.	Moved to atomic field updaters .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md to new constructors	Update README .[sentence: 1,-1] md to new constructors [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1244 from benjchristensen/from-just  Observable.from(T) using Observable.just(T)	Merge pull request #1244 from benjchristensen /from -just Observable .[sentence: 1,-1] from (T )using Observable .[sentence: 1,-1] just (T )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Observable.from(T) using Observable.just(T)  For code like `Observable.from(1)` Improve performance from ~3.9m to 4.5+m ops/second  Before;  ``` r.u.PerfTransforms.flatMapTransformsUsingFrom        1  thrpt         5  3923845.687    46657.660    ops/s r.u.PerfTransforms.flatMapTransformsUsingFrom     1024  thrpt         5     8924.953     1983.161    ops/s  r.u.PerfTransforms.flatMapTransformsUsingFrom        1  thrpt         5  3623228.857   490894.492    ops/s r.u.PerfTransforms.flatMapTransformsUsingFrom     1024  thrpt         5     9176.330      923.929    ops/s ```  After:  ``` Benchmark                                       (size)   Mode   Samples         Mean   Mean error    Units r.u.PerfTransforms.flatMapTransformsUsingFrom        1  thrpt         5  4052364.587   100971.234    ops/s r.u.PerfTransforms.flatMapTransformsUsingFrom     1024  thrpt         5    11682.783      496.656    ops/s  Benchmark                                       (size)   Mode   Samples         Mean   Mean error    Units r.u.PerfTransforms.flatMapTransformsUsingFrom        1  thrpt         5  4700583.987    77742.037    ops/s r.u.PerfTransforms.flatMapTransformsUsingFrom     1024  thrpt         5    12588.803       58.935    ops/s ```  Using this test:  ``` ../gradlew benchmarks '-Pjmh=-f 1 -tu s -bm thrpt -wi 5 -i 5 -r 5 -prof GC .*PerfTransforms.flatMapTransformsUsingFrom*' ```	Observable .[sentence: 1,-1] from (T )using Observable .[sentence: 1,-1] just (T )For code like[2]`Observable .[sentence: 2,-1] from (1 )`Improve[2]performance from ~3 .[sentence: 2,-1] 9m to 4 .[sentence: 1,-1] 5 +m ops /second Before ;```r .[sentence: 1,-1] u .[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom 1 thrpt 5 3923845 .[sentence: 1,-1] 687 46657 .[sentence: 1,-1] 660 ops /s r .[sentence: 1,-1] u .[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom 1024 thrpt 5 8924 .[sentence: 1,-1] 953 1983 .[sentence: 1,-1] 161 ops /s r .[sentence: 1,-1] u .[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom 1 thrpt 5 3623228 .[sentence: 1,-1] 857 490894 .[sentence: 1,-1] 492 ops /s r .[sentence: 1,-1] u .[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom 1024 thrpt 5 9176 .[sentence: 1,-1] 330 923 .[sentence: 1,-1] 929 ops /s ```After :```Benchmark (size )Mode Samples Mean Mean error[-2]Units r .[sentence: 1,-2] u .[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom 1 thrpt 5 4052364 .[sentence: 1,-1] 587 100971 .[sentence: 1,-1] 234 ops /s r .[sentence: 1,-1] u .[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom 1024 thrpt 5 11682 .[sentence: 1,-1] 783 496 .[sentence: 1,-1] 656 ops /s Benchmark (size )Mode Samples Mean Mean error[-2]Units r .[sentence: 1,-2] u .[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom 1 thrpt 5 4700583 .[sentence: 1,-1] 987 77742 .[sentence: 1,-1] 037 ops /s r .[sentence: 1,-1] u .[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom 1024 thrpt 5 12588 .[sentence: 1,-1] 803 58 .[sentence: 1,-1] 935 ops /s ```Using this test :```../[sentence: 1,-1] gradlew benchmarks '-Pjmh =-f 1 -tu s -bm thrpt -wi 5 -i 5 -r 5 -prof GC .*[sentence: 1,-1] PerfTransforms .[sentence: 1,-1] flatMapTransformsUsingFrom *'```[sentence: 1,-1] [result: max + and - of any sentence]
