Positive	Negative	Text	Explanation
1	-2	Merge pull request #2552 from akarnokd/OperatorPublishRequestFix  Publish: fixed incorrect subscriber requested accounting	Merge pull request #2552 from akarnokd /OperatorPublishRequestFix Publish :fixed incorrect[-2]subscriber requested accounting [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #2566 from akarnokd/CombineLatestBackpressureFix  CombineLatest: fixed concurrent requestUpTo yielding -1 requests	Merge pull request #2566 from akarnokd /CombineLatestBackpressureFix CombineLatest :fixed concurrent requestUpTo yielding -1 requests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2575 from abersnaze/subscribeOn_subscription  subscribeOn drops the subscriptions returned from the scheduler.	Merge pull request #2575 from abersnaze /subscribeOn _subscription subscribeOn drops the subscriptions returned from the scheduler .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2561 from akarnokd/JCToolsUpdate0129  Updating queue code from JCTools	Merge pull request #2561 from akarnokd /JCToolsUpdate0129 Updating queue code from JCTools [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	subscribeOn drops the subscriptions returned from the scheduler.	subscribeOn drops the subscriptions returned from the scheduler .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #2574 from jnpr-jalandip/1.x  SizeEviction test needs to return false	Merge pull request #2574 from jnpr -jalandip /1 .[sentence: 1,-1] x[2]SizeEviction test needs to return false [sentence: 2,-1] [result: max + and - of any sentence]
1	-3	SizeEviction test needs to return false when verifying if it needs eviction	SizeEviction test needs to return false when verifying if it needs eviction[-3][sentence: 1,-3] [result: max + and - of any sentence]
1	-2	Merge pull request #2559 from davidmoten/from-iter-request-overflow  OnSubscribeFromIterable - add request overflow check	Merge pull request #2559 from davidmoten /from -iter -request -overflow[-2]OnSubscribeFromIterable -add request overflow[-2]check [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #2572 from akarnokd/TestsMoreTime  Give more time to certain concurrency tests.	Merge pull request #2572 from akarnokd /TestsMoreTime Give more time to certain concurrency tests .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	add request overflow check for OnSubscribeFromIterable	add request overflow[-2]check for OnSubscribeFromIterable [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Give more time to certain concurrency tests.	Give more time to certain concurrency tests .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #2563 from akarnokd/RetryBackpressureParallelTestChange  Retry backpressure test: split error conditions into separate test lines.	Merge pull request #2563 from akarnokd /RetryBackpressureParallelTestChange Retry backpressure test :split error[-2]conditions into separate test lines .[sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Merge pull request #2565 from akarnokd/TestObstructionDetection  Obstruction detection in tests.	Merge pull request #2565 from akarnokd /TestObstructionDetection Obstruction[-2]detection in tests .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	CombineLatest: fixed concurrent requestUpTo yielding -1 requests sometimes.	CombineLatest :fixed concurrent requestUpTo yielding -1 requests sometimes .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Obstruction detection in tests.	Obstruction[-2]detection in tests .[sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Split error conditions into separate test lines.	Split error[-2]conditions into separate test lines .[sentence: 1,-2] [result: max + and - of any sentence]
2	-1	Merge pull request #2540 from akarnokd/MergeMaxConcurrentBackpressure  Merge with max concurrency now supports backpressure.	Merge pull request #2540 from akarnokd /MergeMaxConcurrentBackpressure Merge with max concurrency now supports[2]backpressure .[sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Handle concurrent unsubscription in drain (avoid NPE).	Handle concurrent unsubscription in drain (avoid[-2]NPE ).[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Updating queue code from JCTools	Updating queue code from JCTools [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2553 from akarnokd/RxRingBufferSynchronized  RxRingBuffer with synchronization	Merge pull request #2553 from akarnokd /RxRingBufferSynchronized RxRingBuffer with synchronization [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Removed commented-out code.	Removed commented -out code .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update RxRingBuffer.java  Yet another undelrying	Update RxRingBuffer .[sentence: 1,-1] java Yet another undelrying [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update RxRingBuffer.java  Fixes in comments.	Update RxRingBuffer .[sentence: 1,-1] java Fixes in comments .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Correcting javadocs for the amb/ambWith operators	Correcting javadocs for the amb /ambWith operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	RxRingBuffer with synchronization	RxRingBuffer with synchronization [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2470 from akarnokd/SubjectAdditionalMethods  Subject state information methods & bounded ReplaySubject termination	Merge pull request #2470 from akarnokd /SubjectAdditionalMethods Subject state information methods &bounded ReplaySubject termination [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Publish: fixed incorrect subscriber requested accounting	Publish :fixed incorrect[-2]subscriber requested accounting [sentence: 1,-2] [result: max + and - of any sentence]
