Positive	Negative	Text	Explanation
1	-1	adapted RxImplicits tests againt zip to new generics order, renamed two more reduceFunctions to zipFunction	adapted RxImplicits tests againt zip to new generics order ,renamed two more reduceFunctions to zipFunction [sentence: 1,-1] [result: max + and - of any sentence]
3	-1	Merge pull request #1 from benjchristensen/super-extends-additions  Zip and CombineLatest Operators: Generic Order and More Arities	Merge pull request #1 from benjchristensen /super[3]-extends -additions Zip and CombineLatest Operators :Generic Order and More Arities [sentence: 3,-1] [result: max + and - of any sentence]
1	-1	Zip: Order of Generics and Artities 5-9  Changed order of generics on zip (and combineLatest) to match the rest of the project. Added arties 5, 6, 7, 8, 9 to zip operator.  https://github.com/Netflix/RxJava/issues/333 Order of Generics on Zip Operator https://github.com/Netflix/RxJava/issues/103 Add more arities to zip operator	Zip :Order of Generics and Artities 5 -9 Changed order of generics on zip (and combineLatest )to match the rest of the project .[sentence: 1,-1] Added arties 5 ,6 ,7 ,8 ,9 to zip operator .[sentence: 1,-1] https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /333 Order of Generics on Zip Operator https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /103 Add more arities to zip operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Need to stay pinned on Scala 2.10.1 still ���  I can't get through release process to maven central on 2.10.2 for some reason so pinning until that is solved.	Need to stay pinned on Scala 2 .[sentence: 1,-1] 10 .[sentence: 1,-1] 1 still ���I can't get through release process to maven central on 2 .[sentence: 1,-1] 10 .[sentence: 1,-1] 2 for some reason so pinning until that is solved .[sentence: 1,-1] [result: max + and - of any sentence]
3	-3	UnitTest confirming compilation failure without super/extends and success with them.  - only testing zip operator at this time	UnitTest confirming compilation failure[-3]without super[3]/extends and success[3]with them .[sentence: 3,-3] -only testing zip operator at this time [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	updated to Scala 2.10.2 again, repaired Scala tests, generalized two more zip methods	updated to Scala 2 .[sentence: 1,-1] 10 .[sentence: 1,-1] 2 again ,repaired Scala tests ,generalized two more zip methods [sentence: 1,-1] [result: max + and - of any sentence]
3	-1	lots of Observer<? super X>	lots of Observer <?[sentence: 1,-1] super[3]X[2]>[sentence: 3,-1] [result: max + and - of any sentence]
1	-1	added variance to Action*, too	added variance to Action *,too [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	added variance to all other Func*; this breaks Scala for good, it seems, as long as Observable remains invariant	added variance to all other Func *;this breaks Scala for good[2],it seems ,as long as Observable remains invariant [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	added variance to Func2, too	added variance to Func2 ,too [sentence: 1,-1] [result: max + and - of any sentence]
