Positive	Negative	Text	Explanation
1	-1	Merge branch 'master' of github.com:Netflix/RxJava into scalaadaptor	Merge branch 'master 'of github .[sentence: 1,-1] com :Netflix /RxJava into scalaadaptor [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix one scaladoc link	fix one scaladoc link [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	update TODO	update TODO [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	do not import things from the same package	do not import things from the same package [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	replace `work{ t1 }` by `work{ t1.call() }`	replace `work {t1 }`by `work {t1 .[sentence: 1,-1] call ()}`[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #506 from akarnokd/AndPattern2  Operators: And, Then, When	Merge pull request #506 from akarnokd /AndPattern2 Operators :And ,Then ,When [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	reactivate Observable.withFilter	reactivate Observable .[sentence: 1,-1] withFilter [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #510 from benjchristensen/pull-495-zip  BugFix: Zip	Merge pull request #510 from benjchristensen /pull -495 -zip BugFix :Zip [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Unit Tests and SuppressWarnings  Added tests while validating pull request.  This fixes issue https://github.com/Netflix/RxJava/issues/387	Unit Tests and SuppressWarnings[-2]Added tests while validating pull request .[sentence: 1,-2] This fixes issue https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /387 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	move rx.lang.scala.subscriptions.Subscription to rx.lang.scala.Subscription (mirror Java package structure)	move rx .[sentence: 1,-1] lang .[sentence: 1,-1] scala .[sentence: 1,-1] subscriptions .[sentence: 1,-1] Subscription to rx .[sentence: 1,-1] lang .[sentence: 1,-1] scala .[sentence: 1,-1] Subscription (mirror Java package structure )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	replace Assert.assertXxx by assertXxx	replace Assert .[sentence: 1,-1] assertXxx by assertXxx [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	examples to examples, tests to tests	examples to examples ,tests to tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	restore CompletenessTest	restore CompletenessTest [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	private vars in Scala do not start with underscore	private vars in Scala do not start with underscore [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	@Ignore RxScalaDemo	@Ignore RxScalaDemo [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	PublishSubject.apply() does not take a parameter	PublishSubject .[sentence: 1,-1] apply ()does not take a parameter [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	update package objects	update package objects [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	restore package.scala files (mainly for scaladoc)	restore package .[sentence: 1,-1] scala files (mainly for scaladoc )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	move commented-out example from TestScheduler to separate file TestSchedulerExample	move commented -out example from TestScheduler to separate file TestSchedulerExample [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	mention Rationale.md in README.md	mention Rationale .[sentence: 1,-1] md in README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	restore original README.md	restore original README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rename README.md to Rationale.md	rename README .[sentence: 1,-1] md to Rationale .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #508 from benjchristensen/empty-subscribe  Empty subscribe	Merge pull request #508 from benjchristensen /empty -subscribe Empty subscribe [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Empty subscribe	Empty subscribe [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update Observable.java  Correcting for overzealous search-and-replace in javadoc comments	Update Observable .[sentence: 1,-1] java Correcting for overzealous search -and -replace in javadoc comments [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Operators: And, Then, When Issue #23, Issue #88, Issue #100	Operators :And ,Then ,When Issue #23 ,Issue #88 ,Issue #100 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Update Observable.java  Javadoc changes: * add links to RxJava wiki * correct obsolete <img> urls * remove unneeded version string from Linq URLs * standardize javadoc formatting * a few other minor javadoc corrections	Update Observable .[sentence: 1,-1] java Javadoc changes :*add links to RxJava wiki *correct obsolete[-2]<img >urls *remove unneeded version string from Linq URLs *standardize javadoc formatting *a few other minor javadoc corrections [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Version 0.15.0	Version 0 .[sentence: 1,-1] 15 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.15.1-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 15 .[sentence: 1,-1] 1 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.15.0'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 15 .[sentence: 1,-1] 0 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.15.0-SNAPSHOT	0 .[sentence: 1,-1] 15 .[sentence: 1,-1] 0 -SNAPSHOT [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #503 from Applied-Duality/scala-bindings  New Scala Bindings	Merge pull request #503 from Applied -Duality /scala -bindings New Scala Bindings [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Updated README	Updated README [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Reorg Scala Structure  - make Eclipse and Java/Scala interop happy	Reorg Scala Structure -make Eclipse and Java /Scala interop happy[2][sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Scala Bindings Refactor	Scala Bindings Refactor [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #502 from benjchristensen/observeOn-parallelMerge  Fix ObserveOn and add ParallelMerge Scheduler overload	Merge pull request #502 from benjchristensen /observeOn -parallelMerge Fix ObserveOn and add ParallelMerge Scheduler overload [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Fix ObserveOn and add ParallelMerge Scheduler overload  - ObserveOn was not correctly recursing when the source was async. It would create a new scheduler (i.e. a new thread) each time. - Also added unit tests to ParallelMerge	Fix ObserveOn and add ParallelMerge Scheduler overload -ObserveOn was not correctly recursing when the source[-2]was async .[sentence: 1,-2] It would create a new scheduler (i .[sentence: 1,-1] e .[sentence: 1,-1] a new thread )each time .[sentence: 1,-1] -Also added unit tests to ParallelMerge [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #501 from benjchristensen/parallelMerge  ParallelMerge Operator	Merge pull request #501 from benjchristensen /parallelMerge ParallelMerge Operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	ParallelMerge Operator	ParallelMerge Operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #499 from benjchristensen/observeOn-refactor  ObserveOn Refactor	Merge pull request #499 from benjchristensen /observeOn -refactor ObserveOn Refactor [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Refactored ObserveOn without ScheduledObserver	Refactored ObserveOn without ScheduledObserver [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update Observable.java  from(scheduler) -> add diagram, standardize javadoc comments range(scheduler) -> add diagram, standardize javadoc comments startWith(scheduler) -> add diagram, standardize javadoc comments	Update Observable .[sentence: 1,-1] java from (scheduler )->add diagram ,standardize javadoc comments range (scheduler )->add diagram ,standardize javadoc comments startWith (scheduler )->add diagram ,standardize javadoc comments [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Unit test to assert correct scheduler thread	Unit test to assert correct scheduler thread [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #492 from zsxwing/scheduler-overloads  Implement the scheduler overloads for Range, From, StartWith	Merge pull request #492 from zsxwing /scheduler -overloads Implement the scheduler overloads for Range ,From ,StartWith [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	ZipMany with conformance changes	ZipMany with conformance changes [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implement the scheduler overloads for Range, From, StartWith	Implement the scheduler overloads for Range ,From ,StartWith [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #496 from zsxwing/min-max-contravariant  Add contravariant for min and max	Merge pull request #496 from zsxwing /min -max -contravariant Add contravariant for min and max [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add contravariant for min and max	Add contravariant for min and max [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge remote-tracking branch 'origin/master'	Merge remote -tracking branch 'origin /master '[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.14.11	Version 0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 11 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'docs'	Merge branch 'docs '[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.14.12-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 12 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
