Positive	Negative	Text	Explanation
1	-2	Added default implementation in Subscription trait	Added default[-2]implementation in Subscription trait [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Observer cleanup	Observer cleanup [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added back private PublishSubject[T] object.	Added back private PublishSubject [T ]object .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rebasing	rebasing [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	added apply(Observer) to Observable[T] trait	added apply (Observer )to Observable [T ]trait [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Layout	Layout [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Release notes for Notification	Release notes for Notification [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Cleaned up subscriptions to make them idempotent when called from either side.	Cleaned up subscriptions to make them idempotent when called from either side .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Normalize Line Endings  See https://help.github.com/articles/dealing-with-line-endings#re-normalizing-a-repository Fixes https://github.com/Netflix/RxJava/issues/579	Normalize Line Endings See https ://help .[sentence: 1,-1] github .[sentence: 1,-1] com /articles /dealing -with -line -endings #re -normalizing -a -repository Fixes https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /579 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	GitAttributes for Line Endings  https://help.github.com/articles/dealing-with-line-endings  See https://github.com/Netflix/RxJava/issues/579	GitAttributes for Line Endings https ://help .[sentence: 1,-1] github .[sentence: 1,-1] com /articles /dealing -with -line -endings See https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /579 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #586 from akarnokd/ConcatFix  Fix Concat to allow multiple observers	Merge pull request #586 from akarnokd /ConcatFix Fix Concat to allow multiple observers [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #587 from akarnokd/LongCount  Operation LongCount	Merge pull request #587 from akarnokd /LongCount Operation LongCount [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #575 from zsxwing/sequence-equal  Reimplement the 'SequenceEqual' operator	Merge pull request #575 from zsxwing /sequence -equal Reimplement the 'SequenceEqual 'operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #574 from samuelgruetter/cache-documentation  clarify documentation on cache()	Merge pull request #574 from samuelgruetter /cache -documentation clarify documentation on cache ()[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #573 from akarnokd/OpeningClosingRemoved  Removed Opening and Closing historical artifacts.	Merge pull request #573 from akarnokd /OpeningClosingRemoved Removed Opening and Closing historical artifacts .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #572 from akarnokd/ObserveOn3  ObserveOn fix for observing the same source on the same scheduler by two...	Merge pull request #572 from akarnokd /ObserveOn3 ObserveOn fix for observing the same source[-2]on the same scheduler by two ...[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #571 from akarnokd/SampleWithObservable2  Operation Sample with Observable v2	Merge pull request #571 from akarnokd /SampleWithObservable2 Operation Sample with Observable v2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #568 from jloisel/master  Use lock free strategy for several Subscription implementations	Merge pull request #568 from jloisel /master Use lock free strategy for several Subscription implementations [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	CRemoved Assert. prefix from tests	CRemoved Assert .[sentence: 1,-1] prefix from tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	renamed `accept` to `apply` for Notification.	renamed `accept `to `apply `for Notification .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Updated release notes	Updated release notes [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	use non-locking state machine based on atomic reference	use non -locking state machine based on atomic reference [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Operation LongCount	Operation LongCount [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix Concat to allow multiple observers	Fix Concat to allow multiple observers [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix constructor usage in ObservableTest	fix constructor usage in ObservableTest [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	undo undesired side effects of search/replace  which were introduced by commit https://github.com/Applied-Duality/RxJava/commit/a0aa6db735481652fd9fab4c21ab7f83928efb22	undo[-2]undesired side effects of search /replace which were introduced by commit https ://github .[sentence: 1,-2] com /Applied -Duality /RxJava /commit /a0aa6db735481652fd9fab4c21ab7f83928efb22 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	reorg imports of TestSchedulerExample	reorg imports of TestSchedulerExample [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix one constructor usage	fix one constructor usage [sentence: 1,-1] [result: max + and - of any sentence]
