Positive	Negative	Text	Explanation
1	-1	Version 0.5.2	Version 0 .[sentence: 1,-1] 5 .2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.5.3-SNAPSHOT	0 .[sentence: 1,-1] 5 .[sentence: 1,-1] 3 -SNAPSHOT [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.5.2-SNAPSHOT	0 .[sentence: 1,-1] 5 .[sentence: 1,-1] 2 -SNAPSHOT [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #142 from benjchristensen/dev  RxJava ErrorHandler Plugin	Merge pull request #142 from benjchristensen /dev RxJava ErrorHandler[-2]Plugin [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	RxJavaErrorHandler Plugin  https://github.com/Netflix/RxJava/issues/141 Error Handler Plugin https://github.com/Netflix/RxJava/issues/139 Plugin System	RxJavaErrorHandler Plugin https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /141 Error[-2]Handler Plugin https ://github .[sentence: 1,-2] com /Netflix /RxJava /issues /139 Plugin System [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	example (as test) of closure versus map	example (as test )of closure versus map [sentence: 1,-1] [result: max + and - of any sentence]
3	-1	fix grammar and add success log	fix grammar and add success[3]log [sentence: 3,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #140 from mairbek/TakeLast  Implemented TakeLast operator	Merge pull request #140 from mairbek /TakeLast Implemented TakeLast operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #138 from mairbek/SequenceEqual  Implemented SequenceEqual Operator	Merge pull request #138 from mairbek /SequenceEqual Implemented SequenceEqual Operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	styling: new line at the end of the file	styling :new line at the end of the file [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added ordering unit test	Added ordering unit test [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixed import	Fixed import [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added takeLast to Observable	Added takeLast to Observable [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	TakeLast basic implementation	TakeLast basic implementation [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented sequenceEqual method	Implemented sequenceEqual method [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #136 from myfreeweb/patch-1  Add examples for jbundler and sbt	Merge pull request #136 from myfreeweb /patch -1 Add examples for jbundler and sbt [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #137 from mairbek/ranges  Implemented range operator. Fixes issue #68	Merge pull request #137 from mairbek /ranges Implemented range operator .[sentence: 1,-1] Fixes issue #68 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented range operator	Implemented range operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update language-adaptors/rxjava-scala/README.md	Update language -adaptors /rxjava -scala /README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update language-adaptors/rxjava-jruby/README.md	Update language -adaptors /rxjava -jruby /README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #135 from ddeaguiar/idiomatic  Idiomatic usage of import in ns macro in rx-examples.	Merge pull request #135 from ddeaguiar /idiomatic Idiomatic usage of import in ns macro in rx -examples .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Idiomatic usage of import in ns macro.	Idiomatic usage of import in ns macro .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #134 from daveray/clj-video-example  Adapt Groovy VideoExample to Clojure	Merge pull request #134 from daveray /clj -video -example Adapt Groovy VideoExample to Clojure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Adapt Groovy VideoExample to Clojure	Adapt Groovy VideoExample to Clojure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Create CHANGES.md	Create CHANGES .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update language-adaptors/rxjava-scala/README.md	Update language -adaptors /rxjava -scala /README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update language-adaptors/rxjava-jruby/README.md	Update language -adaptors /rxjava -jruby /README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update language-adaptors/rxjava-groovy/README.md	Update language -adaptors /rxjava -groovy /README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update language-adaptors/rxjava-clojure/README.md	Update language -adaptors /rxjava -clojure /README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update language-adaptors/rxjava-clojure/README.md	Update language -adaptors /rxjava -clojure /README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update language-adaptors/rxjava-scala/README.md	Update language -adaptors /rxjava -scala /README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #133 from benjchristensen/fixes  Various fixes	Merge pull request #133 from benjchristensen /fixes Various fixes [sentence: 1,-1] [result: max + and - of any sentence]
1	-3	Restoring null check removed in recent commit  See https://github.com/Netflix/RxJava/commit/caf3a9434ed4b3b4efba6661891f02417aebf604 for removal  It started causing this unit test to fail:  rx.operators.OperationZip$UnitTest > testAggregatorUnsubscribe FAILED     java.lang.NullPointerException at OperationZip.java:611  Not sure how I missed it when I reviewed the previous commit ��� but I did.	Restoring null check removed in recent commit See https ://github .[sentence: 1,-1] com /Netflix /RxJava /commit /caf3a9434ed4b3b4efba6661891f02417aebf604 for removal It started causing this unit test to fail[-3]:rx .[sentence: 1,-3] operators .[sentence: 1,-1] OperationZip$UnitTest >testAggregatorUnsubscribe FAILED[-3]java .[sentence: 1,-3] lang .[sentence: 1,-1] NullPointerException at OperationZip .[sentence: 1,-1] java :611 Not sure how I missed[-2]it when I reviewed the previous commit ���but I did .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	remove warnings and cleanup	remove warnings and cleanup [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	restore performance optimization to reduce wrapping  Without optimization:  runCompositionTest Sum: 710082754 Time: 42.353ms runNonCompositionalTestWithDirectLoop Sum: 710082754 Time: 17.719ms runNonCompositionalTestWithArrayOfFunctions Sum: 710082754 Time: 17.344ms  With optimization:  runCompositionTest Sum: 710082754 Time: 23.064ms runNonCompositionalTestWithDirectLoop Sum: 710082754 Time: 18.059ms runNonCompositionalTestWithArrayOfFunctions Sum: 710082754 Time: 18.88ms	restore performance optimization to reduce wrapping Without optimization :runCompositionTest Sum :710082754 Time :42 .[sentence: 1,-1] 353ms runNonCompositionalTestWithDirectLoop Sum :710082754 Time :17 .[sentence: 1,-1] 719ms runNonCompositionalTestWithArrayOfFunctions Sum :710082754 Time :17 .[sentence: 1,-1] 344ms With optimization :runCompositionTest Sum :710082754 Time :23 .[sentence: 1,-1] 064ms runNonCompositionalTestWithDirectLoop Sum :710082754 Time :18 .[sentence: 1,-1] 059ms runNonCompositionalTestWithArrayOfFunctions Sum :710082754 Time :18 .[sentence: 1,-1] 88ms [sentence: 1,-1] [result: max + and - of any sentence]
