Positive	Negative	Text	Explanation
1	-1	Merge pull request #1518 from SeanPONeil/typo_fixes  Fix typos in javadoc comments.	Merge pull request #1518 from SeanPONeil /typo _fixes Fix typos in javadoc comments .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1521 from benjchristensen/issue-1450  Fix toIterator Exception Handling	Merge pull request #1521 from benjchristensen /issue -1450 Fix toIterator Exception Handling [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix toIterator Exception Handling	Fix toIterator Exception Handling [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1520 from benjchristensen/issue-1429  Fix non-deterministic test	Merge pull request #1520 from benjchristensen /issue -1429 Fix non -deterministic test [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix non-deterministic test	Fix non -deterministic test [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1519 from benjchristensen/jruby-docs  Remove unused param comments	Merge pull request #1519 from benjchristensen /jruby -docs Remove unused param comments [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove unused param comments	Remove unused param comments [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix typos in javadoc comments.	Fix typos in javadoc comments .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.20.0-RC3	Version 0 .[sentence: 1,-1] 20 .[sentence: 1,-1] 0 -RC3 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.20.0-RC3	Version 0 .[sentence: 1,-1] 20 .[sentence: 1,-1] 0 -RC3 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Restore rxjava-quasar	Restore rxjava -quasar [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.20.0-RC4-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 20 .[sentence: 1,-1] 0 -RC4 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.20.0-RC3'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 20 .[sentence: 1,-1] 0 -RC3 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Temporarily skipping rxjava-quasar  Can't get ASM 5.0.3 to work in build so skipping rxjava-quasar until that is solved.	Temporarily[-2]skipping rxjava -quasar Can't get ASM 5 .[sentence: 1,-2] 0 .[sentence: 1,-1] 3 to work in build so skipping rxjava -quasar until that is solved .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #1513 from benjchristensen/to-list-copy  Revert to copying list in toList	Merge pull request #1513 from benjchristensen /to -list -copy Revert[-2]to copying list in toList [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Revert to copying list in toList  It is a breaking change to existing code to make it immutable, so reverting back to copying.	Revert[-2]to copying list in toList It is a breaking change to existing code to make it immutable ,so reverting[-2]back to copying .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	removing unicode ligature that breaks build	removing unicode ligature that breaks build [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #1501 from benjchristensen/blocking-next  blocking synchronous next	Merge pull request #1501 from benjchristensen /blocking[-2]-next blocking[-2]synchronous next [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Merge pull request #1504 from benjchristensen/issue-1218  Eliminate duplication of List in toList	Merge pull request #1504 from benjchristensen /issue -1218 Eliminate[-2]duplication of List in toList [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	messagePrefix null check	messagePrefix null check [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Restore use of messagePrefix  as per https://github.com/Netflix/RxJava/issues/1266	Restore use of messagePrefix as per https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /1266 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix typo  as per https://github.com/Netflix/RxJava/issues/1266	Fix typo as per https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /1266 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Eliminate duplication of List in toList  Fixes https://github.com/Netflix/RxJava/issues/1218	Eliminate[-2]duplication of List in toList Fixes https ://github .[sentence: 1,-2] com /Netflix /RxJava /issues /1218 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	blocking synchronous next  Fixes https://github.com/Netflix/RxJava/issues/624	blocking[-2]synchronous next Fixes https ://github .[sentence: 1,-2] com /Netflix /RxJava /issues /624 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1499 from benjchristensen/retryTest-iterativeBackoff  retrytest.iterativeBackoff	Merge pull request #1499 from benjchristensen /retryTest -iterativeBackoff retrytest .[sentence: 1,-1] iterativeBackoff [sentence: 1,-1] [result: max + and - of any sentence]
1	-3	retrytest.iterativeBackoff  Unable to replicate failure of this test ... but adding assertNoErrors so we can see an exception if it happens again.	retrytest .[sentence: 1,-1] iterativeBackoff Unable to replicate failure[-3]of this test ...[sentence: 1,-3] but adding assertNoErrors so we can see an exception if it happens again .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1498 from benjchristensen/testUserSubscriberUsingRequestAsync  non-deterministic testUserSubscriberUsingRequestAsync	Merge pull request #1498 from benjchristensen /testUserSubscriberUsingRequestAsync non -deterministic testUserSubscriberUsingRequestAsync [sentence: 1,-1] [result: max + and - of any sentence]
1	-3	non-deterministic testUserSubscriberUsingRequestAsync  fix non-deterministic failures of BackpressureTests.testUserSubscriberUsingRequestAsync  I was able to replicate the occasional failure by putting it in a tight loop. With these changes it no longer fails.	non -deterministic testUserSubscriberUsingRequestAsync fix non -deterministic failures[-3]of BackpressureTests .[sentence: 1,-3] testUserSubscriberUsingRequestAsync I was able to replicate the occasional failure[-3]by putting it in a tight loop .[sentence: 1,-3] With these changes it no longer fails[-3].[sentence: 1,-3] [result: max + and - of any sentence]
1	-1	Merge pull request #1497 from benjchristensen/ring-buffer  spsc ring buffer concurrency test	Merge pull request #1497 from benjchristensen /ring -buffer spsc ring buffer concurrency test [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	spsc ring buffer concurrency test	spsc ring buffer concurrency test [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1495 from puniverse/master  Upgrade to Quasar 0.6.0	Merge pull request #1495 from puniverse /master Upgrade to Quasar 0 .[sentence: 1,-1] 6 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1496 from benjchristensen/ring-buffer  Change RxRingBuffer Queue Usage	Merge pull request #1496 from benjchristensen /ring -buffer Change RxRingBuffer Queue Usage [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Reverting use of JCTools Until Problem Is Solved	Reverting[-2]use of JCTools Until Problem[-2]Is Solved [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Update JCTools Code	Update JCTools Code [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	using a <dl> will make the "Scheduler" and "Backpressure Support" sections fit into the javadoc format more effectively	using a <dl >will make the 'Scheduler 'and 'Backpressure Support[2]'sections fit into the javadoc format more effectively [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	adding @since annotations, a few other touch-ups to javadocs of new operators	adding @since annotations ,a few other touch -ups to javadocs of new operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1494 from benjchristensen/zip-with  zipWith	Merge pull request #1494 from benjchristensen /zip -with zipWith [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	zipWith	zipWith [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1493 from benjchristensen/retry_repeat-when  Manual merge of retryWhen/repeatWhen	Merge pull request #1493 from benjchristensen /retry _repeat -when Manual merge of retryWhen /repeatWhen [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add retryWhen example to Javadoc	Add retryWhen example to Javadoc [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	retryWhen/repeatWhen	retryWhen /repeatWhen [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Upgrade to Quasar 0.6.0	Upgrade to Quasar 0 .[sentence: 1,-1] 6 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	TODO for removing this timeout  this code is just for finding bugs during the 0.20-RCs	TODO for removing this timeout this code is just for finding bugs during the 0 .[sentence: 1,-1] 20 -RCs [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1491 from benjchristensen/concat-backpressure-outer  Concat Outer Backpressure	Merge pull request #1491 from benjchristensen /concat -backpressure -outer Concat Outer Backpressure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Concat Outer Backpressure  Fixed https://github.com/Netflix/RxJava/issues/1481	Concat Outer Backpressure Fixed https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /1481 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1490 from benjchristensen/unit-tests  non-deterministic timeouts on slow machines	Merge pull request #1490 from benjchristensen /unit -tests non -deterministic timeouts on slow machines [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	non-deterministic timeouts on slow machines	non -deterministic timeouts on slow machines [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1489 from benjchristensen/terminal-operator-backpressure  Backpressure Fixes and Docs	Merge pull request #1489 from benjchristensen /terminal -operator -backpressure Backpressure Fixes and Docs [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Backpressure Fixes and Docs  Docs for operators that don't support backpressure, particularly all the temporal operators.  Fixes for several that needed to request(1) or request(Long.MAX_VALUE).	Backpressure Fixes and Docs Docs for operators that don't support[2][*-0.5 approx. negated multiplier]backpressure ,particularly all the temporal operators .[sentence: 1,-1] Fixes for several that needed to request (1 )or request (Long .[sentence: 1,-1] MAX _VALUE[2]).[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1474 from mattrjacobs/ignore-backpressure-operator-tosortedlist  Ignore backpressure for OperatorToObservableSortedList	Merge pull request #1474 from mattrjacobs /ignore -backpressure -operator -tosortedlist Ignore backpressure for OperatorToObservableSortedList [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Ignore backpressure for OperatorToObservableSortedList	Ignore backpressure for OperatorToObservableSortedList [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1473 from mattrjacobs/handle-backpressure-in-any-operator  OperatorAny needs to handle backpressure	Merge pull request #1473 from mattrjacobs /handle -backpressure -in -any -operator OperatorAny needs to handle backpressure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1472 from mattrjacobs/add-unit-test-to-operator-all  Add test of backpressure to OperatorAll	Merge pull request #1472 from mattrjacobs /add -unit -test -to -operator -all Add test of backpressure to OperatorAll [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	OperatorAny needs to handle backpressure	OperatorAny needs to handle backpressure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add test of backpressure to OperatorAll	Add test of backpressure to OperatorAll [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1469 from mattrjacobs/fix-tolist-backpressure  ToList operator needs to ignore backpressure	Merge pull request #1469 from mattrjacobs /fix -tolist -backpressure ToList operator needs to ignore backpressure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update CONTRIBUTING.md  updating the date.	Update CONTRIBUTING .[sentence: 1,-1] md updating the date .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	ToList operator needs to ignore backpressure	ToList operator needs to ignore backpressure [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	javadocs: add missing @see links; correct broken link URLs; standardize formatting/capitalization/punctuation	javadocs :add missing @see links ;correct broken[-2]link URLs ;standardize formatting /capitalization /punctuation [sentence: 1,-2] [result: max + and - of any sentence]
2	-2	Increasing timeout  Using low timeout values causes non-determinism in some build environments.	Increasing timeout Using low[-2]timeout values[2]causes non -determinism in some build environments .[sentence: 2,-2] [result: max + and - of any sentence]
