Positive	Negative	Text	Explanation
2	-2	Implement catch-error-value  Automating "rx.exceptions.OnErrorThrowable/addValueAsLastCause" idiom when user code is invoked in onNext. Other minor cleanup.	Implement catch -error[-2]-value[2]Automating 'rx .[sentence: 2,-2] exceptions .[sentence: 1,-1] OnErrorThrowable /addValueAsLastCause 'idiom when user code is invoked in onNext .[sentence: 1,-1] Other minor cleanup .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Cleaned up naming of observable operator definition fns	Cleaned up naming of observable operator definition fns [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix gradle spec in README  presumably the group ID should be the same for gradle as for the other dependency managers.	fix gradle spec in README presumably the group ID should be the same for gradle as for the other dependency managers .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update Clojure README	Update Clojure README [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Experimental warnings	Experimental warnings [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Update blocking stuff	Update blocking[-2]stuff [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Some more core operators	Some more core operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Clean up future stuff and docs	Clean up future stuff and docs [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Got rid of base. It was weird.	Got rid[-2]of base .[sentence: 1,-2] It was weird[-2].[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Replace chain with operators. General core cleanup	Replace chain with operators .[sentence: 1,-1] General core cleanup [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Initial import of indigena-rx  Imported code, fixed namespaces and adusted one test for changes since 0.14.1.	Initial import of indigena -rx Imported code ,fixed namespaces and adusted one test for changes since 0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 1 .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #924 from benjchristensen/lift-error-handling  Localized Operator Error Handling	Merge pull request #924 from benjchristensen /lift -error[-2]-handling Localized Operator Error[-2]Handling [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Localized Operator Error Handling  - use the lift function rather than try/catch in subscribe since this catches at the operator level rather than for an entire sequence - unit tests with onErrorResumeNext demonstrating the use cases	Localized Operator Error[-2]Handling -use the lift function rather than try /catch in subscribe since this catches at the operator level rather than for an entire sequence -unit tests with onErrorResumeNext demonstrating the use cases [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #922 from abersnaze/debug-updates  Changes made while integrating it with our internal system	Merge pull request #922 from abersnaze /debug -updates Changes made while integrating it with our internal system [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Changes made while integrating it with our internal system	Changes made while integrating it with our internal system [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	customize diagram/javadocs for doOnTerminate()	customize diagram /javadocs for doOnTerminate ()[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.17.0-RC5-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 17 .[sentence: 1,-1] 0 -RC5 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.17.0-RC4'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 17 .[sentence: 1,-1] 0 -RC4 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #920 from benjchristensen/delete-deprecated-hook-method  Delete Deprecated onSubscribeStart That Doesn't Work	Merge pull request #920 from benjchristensen /delete -deprecated -hook -method Delete Deprecated onSubscribeStart That Doesn't Work [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Delete Deprecated onSubscribeStart That Doesn't Work  - It's messy to make this work so deleting it instead. - Better to move forward in the 0.17 release than try and make this work for the very small percentage (probably only Netflix) that uses it.	Delete Deprecated onSubscribeStart That Doesn't Work -It's messy to make this work so deleting it instead .[sentence: 1,-1] -Better to move forward in the 0 .[sentence: 1,-1] 17 release than try and make this work for the very small percentage (probably only Netflix )that uses it .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #919 from benjchristensen/zip-bugfix-868  BugFix: Zip Never Completes When Zero Observables	Merge pull request #919 from benjchristensen /zip -bugfix -868 BugFix :Zip Never Completes When Zero Observables [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	BugFix: Zip with 0 Observables  Fixes bug reported at https://github.com/Netflix/RxJava/pull/868	BugFix :Zip with 0 Observables Fixes bug[-2]reported at https ://github .[sentence: 1,-2] com /Netflix /RxJava /pull /868 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added additional test to prove issue	Added additional test to prove issue [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #918 from benjchristensen/doOnTerminate  Operator: doOnTerminate	Merge pull request #918 from benjchristensen /doOnTerminate Operator :doOnTerminate [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Operator: doOnTerminate  Like finallyDo but before emitting the terminal state instead of after.	Operator :doOnTerminate Like[2]finallyDo but before emitting the terminal state instead of after .[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.17.0-RC4-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 17 .[sentence: 1,-1] 0 -RC4 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.17.0-RC3'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 17 .[sentence: 1,-1] 0 -RC3 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #910 from benjchristensen/groupBy-selector  Remove groupBy with selector.	Merge pull request #910 from benjchristensen /groupBy -selector Remove groupBy with selector .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #909 from benjchristensen/scheduler-plugin  Scheduler Plugin Refactor	Merge pull request #909 from benjchristensen /scheduler -plugin Scheduler Plugin Refactor [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Scheduler instances should be or behave like singletons  - remove the Func0 factory signature for Scheduler creation.	Scheduler instances should be or behave like[2]singletons -remove the Func0 factory signature for Scheduler creation .[sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Deprecate Direct Access to Scheduler Implementations  This enforces the convention of using `Schedulers.*` and then makes the RxJavaDefaultSchedulers plugin more reliable.	Deprecate Direct Access to Scheduler Implementations This enforces[-2]the convention of using `Schedulers .*`[sentence: 1,-2] and then makes the RxJavaDefaultSchedulers plugin more reliable .[sentence: 1,-1] [result: max + and - of any sentence]
