Positive	Negative	Text	Explanation
1	-2	Revert use of CurrentThreadScheduler for Observable.from  Use ImmediateScheduler as performance is 4x faster and CurrentThreadScheduler currently offers no benefit (it doesn���t solve the unsubscribe problem).  Performance numbers:       * Observable.from(Arrays.asList(1L, 2L, 3L, 4L, 5L, 6L, 7L, 8L, 9L, 10L), scheduler);      *      * --- Schedulers.immediate() ---      *      * Run: 0 - 1,849,947 ops/sec      * Run: 1 - 2,076,067 ops/sec      * Run: 2 - 2,114,688 ops/sec      * Run: 3 - 2,114,301 ops/sec      * Run: 4 - 2,102,543 ops/sec      *      * --- Schedulers.currentThread() ---      *      * Run: 0 - 548,862 ops/sec      * Run: 1 - 559,955 ops/sec      * Run: 2 - 581,412 ops/sec      * Run: 3 - 562,187 ops/sec      * Run: 4 - 565,723 ops/sec       * Observable.from(Arrays.asList(1L), scheduler);      *      * --- Schedulers.immediate() ---      *      * Run: 10 - 4,113,672 ops/sec      * Run: 11 - 4,068,351 ops/sec      * Run: 12 - 4,070,318 ops/sec      * Run: 13 - 4,161,793 ops/sec      * Run: 14 - 4,156,725 ops/sec      *      * --- Schedulers.currentThread() ---      *      * Run: 10 - 1,692,286 ops/sec      * Run: 11 - 1,765,054 ops/sec      * Run: 12 - 1,763,100 ops/sec      * Run: 13 - 1,770,907 ops/sec      * Run: 14 - 1,732,291 ops/sec	Revert[-2]use of CurrentThreadScheduler for Observable .[sentence: 1,-2] from Use ImmediateScheduler as performance is 4x faster and CurrentThreadScheduler currently offers no benefit (it doesn ���t solve the unsubscribe problem[-2]).[sentence: 1,-2] Performance numbers :*Observable .[sentence: 1,-1] from (Arrays .[sentence: 1,-1] asList (1L ,2L ,3L ,4L ,5L ,6L ,7L ,8L ,9L ,10L ),scheduler );**---Schedulers .[sentence: 1,-1] immediate ()---**Run :0 -1 ,849 ,947 ops /sec *Run :1 -2 ,076 ,067 ops /sec *Run :2 -2 ,114 ,688 ops /sec *Run :3 -2 ,114 ,301 ops /sec *Run :4 -2 ,102 ,543 ops /sec **---Schedulers .[sentence: 1,-1] currentThread ()---**Run :0 -548 ,862 ops /sec *Run :1 -559 ,955 ops /sec *Run :2 -581 ,412 ops /sec *Run :3 -562 ,187 ops /sec *Run :4 -565 ,723 ops /sec *Observable .[sentence: 1,-1] from (Arrays .[sentence: 1,-1] asList (1L ),scheduler );**---Schedulers .[sentence: 1,-1] immediate ()---**Run :10 -4 ,113 ,672 ops /sec *Run :11 -4 ,068 ,351 ops /sec *Run :12 -4 ,070 ,318 ops /sec *Run :13 -4 ,161 ,793 ops /sec *Run :14 -4 ,156 ,725 ops /sec **---Schedulers .[sentence: 1,-1] currentThread ()---**Run :10 -1 ,692 ,286 ops /sec *Run :11 -1 ,765 ,054 ops /sec *Run :12 -1 ,763 ,100 ops /sec *Run :13 -1 ,770 ,907 ops /sec *Run :14 -1 ,732 ,291 ops /sec [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #723 from benjchristensen/deprecation  Deprecate multiple arity ���from���	Merge pull request #723 from benjchristensen /deprecation Deprecate multiple arity ���from ���[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Deprecate multiple arity ���from���  - added @Deprecated annotations where it was only part of the Javadoc - deprecated ���where��� which is a duplicate of `filter` kept from early days matching Rx.Net	Deprecate multiple arity ���from ���-added @Deprecated annotations where it was only part of the Javadoc -deprecated ���where ���which is a duplicate of `filter `kept from early days matching Rx .[sentence: 1,-1] Net [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #717 from Applied-Duality/ScalaPublishFix  Added ConnectableObservable	Merge pull request #717 from Applied -Duality /ScalaPublishFix Added ConnectableObservable [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Added ConnectableObservable Fixed test Added overload for scan Added trivial test for scan	Added ConnectableObservable Fixed test Added overload for scan Added trivial[-2]test for scan [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #715 from y-p/PR_GH623  Add missing type hint to clojure example	Merge pull request #715 from y -p /PR _GH623 Add missing type hint to clojure example [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add missing type hint to clojure example  Following GH623	Add missing type hint to clojure example Following GH623 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #714 from benjchristensen/rxjava-computation-expressions  rxjava-computation-expressions	Merge pull request #714 from benjchristensen /rxjava -computation -expressions rxjava -computation -expressions [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-computation-expressions  The conditional operators are going in this contrib module.  See https://github.com/Netflix/RxJava/issues/683	rxjava -computation -expressions The conditional operators are going in this contrib module .[sentence: 1,-1] See https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /683 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #712 from benjchristensen/scheduler-memory-leak  Fix Scheduler Memory Leaks	Merge pull request #712 from benjchristensen /scheduler -memory -leak[-2]Fix Scheduler Memory Leaks [sentence: 1,-2] [result: max + and - of any sentence]
