Positive	Negative	Text	Explanation
1	-1	Merge pull request #832 from duncani/fixes  [Issue #831] Fix for OperationJoin race condition	Merge pull request #832 from duncani /fixes [Issue #831 ]Fix for OperationJoin race condition [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove line break	Remove line break [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	from(this) -> nest()	from (this )->nest ()[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #822 from zsxwing/subscribeOn  Reimplement 'subscribeOn' using 'lift'	Merge pull request #822 from zsxwing /subscribeOn Reimplement 'subscribeOn 'using 'lift '[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #829 from Netflix/docs  adding marble diagrams, see-also links to javadocs of new repeat() variants	Merge pull request #829 from Netflix /docs adding marble diagrams ,see -also links to javadocs of new repeat ()variants [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #833 from benjchristensen/take-issue-830  Take operator was breaking the unsubscribe chain	Merge pull request #833 from benjchristensen /take -issue -830 Take operator was breaking the unsubscribe chain [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Take operator was breaking the unsubscribe chain  Fixes issue https://github.com/Netflix/RxJava/issues/830	Take operator was breaking the unsubscribe chain Fixes issue https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /830 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Issue #831] Fix for OperationJoin race condition	[Issue #831 ]Fix for OperationJoin race condition [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Changing marble diagrams for repeat() variants to those that operate on a source Observable rather than a source item	Changing marble diagrams for repeat ()variants to those that operate on a source[-2]Observable rather than a source[-2]item [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	adding marble diagrams, see-also links to javadocs of new repeat() variants	adding marble diagrams ,see -also links to javadocs of new repeat ()variants [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #827 from Applied-Duality/BugFixesSchedulers  Fixed cut & paster error in io scheduler	Merge pull request #827 from Applied -Duality /BugFixesSchedulers Fixed cut &paster error[-2]in io scheduler [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #828 from benjchristensen/repeat-operator  Repeat Operator	Merge pull request #828 from benjchristensen /repeat -operator Repeat Operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Subscribers/Observers.empty()	Subscribers /Observers .[sentence: 1,-1] empty ()[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Repeat with Count  - merging changes from https://github.com/Netflix/RxJava/pull/807	Repeat with Count -merging changes from https ://github .[sentence: 1,-1] com /Netflix /RxJava /pull /807 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Fixed cut & paster error in io scheduler	Fixed cut &paster error[-2]in io scheduler [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	OperatorRepeat	OperatorRepeat [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Test Repeat with SubscribeOn	Test Repeat with SubscribeOn [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #824 from akarnokd/NewThreadSchedulerToDaemon  Set setDaemon on NewThreadScheduler	Merge pull request #824 from akarnokd /NewThreadSchedulerToDaemon Set setDaemon on NewThreadScheduler [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #826 from benjchristensen/returned-subscription  Return wrapped Subscription	Merge pull request #826 from benjchristensen /returned -subscription Return wrapped Subscription [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Return wrapped Subscription  - make sure the SafeSubscriber is included in what is returned - then return as Subscription not Subscriber so it can't be cast back to a Subscriber	Return wrapped Subscription -make sure the SafeSubscriber[2]is included in what is returned -then return as Subscription not Subscriber so it can't be cast back to a Subscriber [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Using inner and fix unit tests	Using inner and fix unit tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Set setDaemon on NewThreadScheduler	Set setDaemon on NewThreadScheduler [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove 'inner.unsubscribe'	Remove 'inner .[sentence: 1,-1] unsubscribe '[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Reimplement 'subscribeOn' using 'lift'	Reimplement 'subscribeOn 'using 'lift '[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #821 from benjchristensen/fix-android-merge  Update to use Subscriber/Subscriptions.create	Merge pull request #821 from benjchristensen /fix -android -merge Update to use Subscriber /Subscriptions .[sentence: 1,-1] create [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update to use Subscriber/Subscriptions.create  Master had changed since the pull request.	Update to use Subscriber /Subscriptions .[sentence: 1,-1] create Master had changed since the pull request .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #783 from mironov-nsk/android-ui-operators  Implement some Android UI related operators	Merge pull request #783 from mironov -nsk /android -ui -operators Implement some Android UI related operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #781 from Applied-Duality/join  Fixed buglet in join binding, simplified types	Merge pull request #781 from Applied -Duality /join Fixed buglet in join binding ,simplified types [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #820 from benjchristensen/fix-CompositeSubscriptionAddRemovePerf  Git keeps modifying this file so committing it how it wants it.	Merge pull request #820 from benjchristensen /fix -CompositeSubscriptionAddRemovePerf Git keeps modifying this file so committing it how it wants it .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Git keeps modifying this file so committing it how it wants it.	Git keeps modifying this file so committing it how it wants it .[sentence: 1,-1] [result: max + and - of any sentence]
1	-4	Fixing apparent encoding issue  Was causing grief with Git and Eclipse. Odd.	Fixing apparent encoding issue Was causing grief[-4]with Git and Eclipse .[sentence: 1,-4] Odd .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #819 from akarnokd/CompositeSubscriptionPerf4  CompositeSubscription performance increase	Merge pull request #819 from akarnokd /CompositeSubscriptionPerf4 CompositeSubscription performance increase [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	CompositeSubscription performance increase	CompositeSubscription performance increase [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #817 from Applied-Duality/ScalaBindingsWithLift  Scala Scheduler Bindings Fix	Merge pull request #817 from Applied -Duality /ScalaBindingsWithLift Scala Scheduler Bindings Fix [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #818 from akarnokd/CompositeSubscriptionPerf3  CompositeSubscription memory reduction	Merge pull request #818 from akarnokd /CompositeSubscriptionPerf3 CompositeSubscription memory reduction [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	CompositeSubscription memory reduction	CompositeSubscription memory reduction [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	- Updated schedulers to reflext 0.17 changes. - Add timer bindings	-Updated schedulers to reflext 0 .[sentence: 1,-1] 17 changes .[sentence: 1,-1] -Add timer bindings [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'master' of https://github.com/Netflix/RxJava into docs	Merge branch 'master 'of https ://github .[sentence: 1,-1] com /Netflix /RxJava into docs [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #816 from samuelgruetter/globalOnCompleted  One global onCompleted object	Merge pull request #816 from samuelgruetter /globalOnCompleted One global onCompleted object [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge remote-tracking branch 'origin/master' into docs	Merge remote -tracking branch 'origin /master 'into docs [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Updates some javadoc comments to reflect 0.17 changes	Updates some javadoc comments to reflect 0 .[sentence: 1,-1] 17 changes [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #812 from akarnokd/ConditionalsFix  Fixed OperationSubscribeOn so OperationConditionalsTest works again.	Merge pull request #812 from akarnokd /ConditionalsFix Fixed OperationSubscribeOn so OperationConditionalsTest works again .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #814 from akarnokd/AsyncMultiPush  RunAsync method for outputting multiple values	Merge pull request #814 from akarnokd /AsyncMultiPush RunAsync method for outputting multiple values[2][sentence: 2,-1] [result: max + and - of any sentence]
1	-1	one global onCompleted object	one global onCompleted object [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	RunAsync method for outputting multiple values	RunAsync method for outputting multiple values[2][sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Fixed OperationSubscribeOn so OperationConditionalsTest works again.	Fixed OperationSubscribeOn so OperationConditionalsTest works again .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #785 from benjchristensen/operator-zip  Reimplement Zip Operator Using Lift [Preview]	Merge pull request #785 from benjchristensen /operator -zip Reimplement Zip Operator Using Lift [Preview ][sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Zip NULL and COMPLETE Sentinels	Zip NULL and COMPLETE Sentinels [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	OperatorZipIterable	OperatorZipIterable [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Subscribers for common factory methods  Similar to Observers.	Subscribers for common factory methods Similar to Observers .[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Reimplement Zip Operator Using Lift  - Use new lift operator implement and non-blocking synchronization approach. - I have had the concurrency model reviewed by some colleagues and all unit tests are passing but further review is justified and welcome.	Reimplement Zip Operator Using Lift -Use new lift operator implement and non -blocking[-2]synchronization approach .[sentence: 1,-2] -I have had the concurrency model reviewed by some colleagues and all unit tests are passing but further review is justified and welcome[2].[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #805 from benjchristensen/fix-composite-exception  Fix CompositeException	Merge pull request #805 from benjchristensen /fix -composite -exception Fix CompositeException [sentence: 1,-1] [result: max + and - of any sentence]
1	-3	Add testMultipleWithSameCause UnitTest  Also make tests capable of failing with timeouts. Before the constructor would immediately go into an infinite loop and hang the tests.	Add testMultipleWithSameCause UnitTest Also make tests capable of failing[-3]with timeouts .[sentence: 1,-3] Before the constructor would immediately go into an infinite loop and hang[-2]the tests .[sentence: 1,-2] [result: max + and - of any sentence]
1	-3	Added more possible failure cases to CompositeExceptionTest	Added more possible failure[-3]cases to CompositeExceptionTest [sentence: 1,-3] [result: max + and - of any sentence]
