Positive	Negative	Text	Explanation
1	-1	UnitTests while working on EventStream use cases	UnitTests while working on EventStream use cases [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #377 from benjchristensen/distinct-merge  Distinct operator	Merge pull request #377 from benjchristensen /distinct -merge Distinct operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/main/java/rx/Observable.java	rxjava -core /src /main /java /rx /Observable .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #374 from jmhofer/distinctUntilChanged  Implemented distinctUntilChanged operation	Merge pull request #374 from jmhofer /distinctUntilChanged Implemented distinctUntilChanged operation [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #373 from jmhofer/throttle-debounce-fix  a few warnings, javadoc, and one missing scheduler parameter	Merge pull request #373 from jmhofer /throttle -debounce -fix a few warnings ,javadoc ,and one missing scheduler parameter [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #376 from samuelgruetter/idiomaticscala  Idiomatic Scala Adaptor	Merge pull request #376 from samuelgruetter /idiomaticscala Idiomatic Scala Adaptor [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add license headers	add license headers [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add more methods and type aliases	add more methods and type aliases [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	update README	update README [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	TODO list for Scala adaptor	TODO list for Scala adaptor [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	complete WithFilter	complete WithFilter [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	mark RxImplicits and RxImplicitsTests as old	mark RxImplicits and RxImplicitsTests as old [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	restore old RxImplicits and RxImplicitsTests	restore old RxImplicits and RxImplicitsTests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	added javadoc comments to Observable.distinct	added javadoc comments to Observable .[sentence: 1,-1] distinct [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	implemented distinct operator	implemented distinct operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add apply() which takes Java Observable  new Observable(...) can be replaced by Observable(...)	add apply ()which takes Java Observable new Observable (...)[sentence: 1,-1] can be replaced by Observable (...)[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fixed javadoc descriptions in the operator	fixed javadoc descriptions in the operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	BlockingObservable: add foreach and make it extend AnyVal	BlockingObservable[-2]:add foreach and make it extend AnyVal [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	remove sleep() from RxScalaDemo	remove sleep ()from RxScalaDemo [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	refactor package structure  package object scala and package scala now can coexist	refactor package structure package object scala and package scala now can coexist [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fixed all the javadoc build warnings	fixed all the javadoc build warnings [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added distinctUntilChanged member methods to Observable	Added distinctUntilChanged member methods to Observable [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	added methods taking key selectors	added methods taking key selectors [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	initial version of a distinctUntilChanged operator	initial version of a distinctUntilChanged operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	a few warnings, javadoc, and one missing scheduler parameter	a few warnings ,javadoc ,and one missing scheduler parameter [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add debounce/throttle methods	add debounce /throttle methods [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix reduce to work with new no-wildcards Java reduce	fix reduce to work with new no -wildcards Java reduce [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'master' of github.com:Netflix/RxJava into idiomaticscala	Merge branch 'master 'of github .[sentence: 1,-1] com :Netflix /RxJava into idiomaticscala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.13.0	Version 0 .[sentence: 1,-1] 13 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.13.1-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 1 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.13.0'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 0 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.13.0-SNAPSHOT	0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 0 -SNAPSHOT [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #368 from benjchristensen/throttle-and-debounce  Operators: Throttle and Debounce	Merge pull request #368 from benjchristensen /throttle -and -debounce Operators :Throttle and Debounce [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #369 from benjchristensen/reduce-and-scan-covariance  Remove covariance of scan/reduce	Merge pull request #369 from benjchristensen /reduce -and -scan -covariance Remove covariance of scan /reduce [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Simplify reduce/scan generics  Updates based on discussion at https://github.com/Netflix/RxJava/pull/369#issuecomment-24255958	Simplify reduce /scan generics Updates based on discussion at https ://github .[sentence: 1,-1] com /Netflix /RxJava /pull /369 #issuecomment -24255958 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	replace cast in window() by ascription  see https://issues.scala-lang.org/browse/SI-7818 for details	replace cast in window ()by ascription see https ://issues .[sentence: 1,-1] scala -lang .[sentence: 1,-1] org /browse /SI -7818 for details [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'master' of github.com:Netflix/RxJava into idiomaticscala	Merge branch 'master 'of github .[sentence: 1,-1] com :Netflix /RxJava into idiomaticscala [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	add a int-version of buffer and window...  ...and detect another compiler bug	add a int -version of buffer and window ...[sentence: 1,-1] ...[sentence: 1,-1] and detect another compiler bug[-2][sentence: 1,-2] [result: max + and - of any sentence]
1	-1	add operation merge (as instance method)	add operation merge (as instance method )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add usability tests	add usability tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	IntervalDemo	IntervalDemo [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Java example using Scala Observable code	Java example using Scala Observable code [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #371 from benjchristensen/retry  Operator: Retry	Merge pull request #371 from benjchristensen /retry Operator :Retry [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Operator: Retry  https://github.com/Netflix/RxJava/issues/72	Operator :Retry https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /72 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #370 from benjchristensen/zip-collection-to-iterable  Change zip method signature from Collection to Iterable	Merge pull request #370 from benjchristensen /zip -collection -to -iterable Change zip method signature from Collection to Iterable [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Change zip method signature from Collection to Iterable  Fix javadoc typos.	Change zip method signature from Collection to Iterable Fix javadoc typos .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Javadoc with images	Javadoc with images [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove covariance of scan/reduce since consumer/producer are the same <T, T, T>  See https://github.com/Netflix/RxJava/issues/360#issuecomment-24203016	Remove covariance of scan /reduce since consumer /producer are the same <T ,T ,T >See https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /360 #issuecomment -24203016 [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Use 'debounce' as proper name for ThrottleWithTimeout which unfortunately is the poorly named Rx Throttle operator.  http://drupalmotion.com/article/debounce-and-throttle-visual-explanation  Debounce: Think of it as "grouping multiple events in one". Imagine that you go home, enter in the elevator, doors are closing... and suddenly your neighbor appears in the hall and tries to jump on the elevator. Be polite! and open the doors for him: you are debouncing the elevator departure. Consider that the same situation can happen again with a third person, and so on... probably delaying the departure several minutes.  Throttle: Think of it as a valve, it regulates the flow of the executions. We can determine the maximum number of times a function can be called in certain time. So in the elevator analogy.. you are polite enough to let people in for 10 secs, but once that delay passes, you must go!  http://unscriptable.com/2009/03/20/debouncing-javascript-methods/ http://www.illyriad.co.uk/blog/index.php/2011/09/javascript-dont-spam-your-server-debounce-and-throttle/	Use 'debounce 'as proper name for ThrottleWithTimeout which unfortunately[-2]is the poorly[-2]named Rx Throttle operator .[sentence: 1,-2] http ://drupalmotion .[sentence: 1,-1] com /article /debounce -and -throttle -visual -explanation Debounce :Think of it as 'grouping multiple events in one '.[sentence: 1,-1] Imagine that you go home ,enter in the elevator ,doors are closing ...[sentence: 1,-1] and suddenly your neighbor appears in the hall and tries to jump on the elevator .[sentence: 1,-1] Be polite ![+0.6 punctuation mood emphasis][sentence: 2,-1] and open the doors for him :you are debouncing the elevator departure .[sentence: 1,-1] Consider that the same situation can happen again with a third person ,and so on ...[sentence: 1,-1] probably delaying the departure several minutes .[sentence: 1,-1] Throttle :Think of it as a valve ,it regulates the flow of the executions .[sentence: 1,-1] We can determine the maximum number of times a function can be called in certain time .[sentence: 1,-1] So in the elevator analogy ..[sentence: 1,-1] you are polite enough to let people in for 10 secs ,but once that delay[-2]passes ,you must go ![+0.6 punctuation mood emphasis][sentence: 2,-2] http ://unscriptable .[sentence: 1,-1] com /2009 /03 /20 /debouncing -javascript -methods /http ://www .[sentence: 1,-1] illyriad .[sentence: 1,-1] co .[sentence: 1,-1] uk /blog /index .[sentence: 1,-1] php /2011 /09 /javascript -dont -spam[-2][=0 negation]-your -server -debounce -and -throttle /[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Operators: throttleWithTimeout, throttleFirst, throttleLast  - javadocs explaining differences - link between throttleLast and sample (aliase) - refactored throttleFirst to be a more efficient implementations - concurrency changes to throttleWithTimeout	Operators :throttleWithTimeout ,throttleFirst ,throttleLast -javadocs explaining differences -link between throttleLast and sample (aliase )-refactored throttleFirst to be a more efficient implementations -concurrency changes to throttleWithTimeout [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	refactoring package structure	refactoring package structure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/main/java/rx/Observable.java	rxjava -core /src /main /java /rx /Observable .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/main/java/rx/operators/OperationThrottle.java	rxjava -core /src /main /java /rx /operators /OperationThrottle .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/main/java/rx/Observable.java	rxjava -core /src /main /java /rx /Observable .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	(does not compile!) refactoring of package structure  Compiles in eclipse, but not with gradle, because there are package objects and packages with the same name.	(does not compile !)[+0.6 punctuation mood emphasis][sentence: 2,-1] refactoring of package structure Compiles in eclipse ,but not with gradle ,because there are package objects and packages with the same name .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/main/java/rx/concurrency/TestScheduler.java	rxjava -core /src /main /java /rx /concurrency /TestScheduler .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add methods to Scala Wrapper (7)	add methods to Scala Wrapper (7 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	make dematerialize infer everything	make dematerialize infer everything [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add methods to Scala Wrapper (6)  includes typesafe dematerialize	add methods to Scala Wrapper (6 )includes typesafe dematerialize [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	get rid of wrapper around Observer	get rid[-2]of wrapper around Observer [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Update javadoc for throttleWithTimeout	Update javadoc for throttleWithTimeout [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update javadoc for throttleLast	Update javadoc for throttleLast [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Operator: throttleFirst  Another take on `throttle` ��� this delivers the first value in each window.	Operator :throttleFirst Another take on `throttle `���this delivers the first value[2]in each window .[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	Operator: throttleWithTimeout  Another take on `throttle` ��� I believe this matches Rx.Net behavior.  This will wait until timeout value has passed without any further values before emitting the received value.	Operator :throttleWithTimeout Another take on `throttle `���I believe this matches Rx .[sentence: 1,-1] Net behavior .[sentence: 1,-1] This will wait until timeout value[2]has passed without any further values[2]before emitting the received value[2].[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'master' of github.com:Netflix/RxJava into idiomaticscala	Merge branch 'master 'of github .[sentence: 1,-1] com :Netflix /RxJava into idiomaticscala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/main/java/rx/concurrency/TestScheduler.java	rxjava -core /src /main /java /rx /concurrency /TestScheduler .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #364 from benjchristensen/tests  additions to tests	Merge pull request #364 from benjchristensen /tests additions to tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	additions to tests	additions to tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #363 from benjchristensen/reduce-covariance  unit tests for covariance	Merge pull request #363 from benjchristensen /reduce -covariance unit tests for covariance [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	unit tests for covariance  - refactoring so not everything for the entire Observable ends up in a single class	unit tests for covariance -refactoring so not everything for the entire Observable ends up in a single class [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #362 from benjchristensen/operator-first-merge  Merge 'first' Operator	Merge pull request #362 from benjchristensen /operator -first -merge Merge 'first 'Operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/test/java/rx/ObservableTests.java  This merges pull request https://github.com/Netflix/RxJava/pull/357  Also aliased first with takeFirst to match takeLast.	rxjava -core /src /test /java /rx /ObservableTests .[sentence: 1,-1] java This merges pull request https ://github .[sentence: 1,-1] com /Netflix /RxJava /pull /357 Also aliased first with takeFirst to match takeLast .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #361 from benjchristensen/issue-359-varargs  Fix vararg issues reported in https://github.com/Netflix/RxJava/issues/359	Merge pull request #361 from benjchristensen /issue -359 -varargs Fix vararg issues reported in https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /359 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Vararg change unit tests in Groovy	Vararg change unit tests in Groovy [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Observable.mergeDelayError: refactor varargs to overloads  https://github.com/Netflix/RxJava/issues/359 Varargs cause compiler warnings	Observable .[sentence: 1,-1] mergeDelayError :refactor varargs to overloads https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /359 Varargs cause compiler warnings [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Generic covariance of concat.  See https://github.com/Netflix/RxJava/issues/360#issuecomment-24125591	Generic covariance of concat .[sentence: 1,-1] See https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /360 #issuecomment -24125591 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Observable.startWith: refactor varargs to overloads  https://github.com/Netflix/RxJava/issues/359 Varargs cause compiler warnings	Observable .[sentence: 1,-1] startWith :refactor varargs to overloads https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /359 Varargs cause compiler warnings [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Observable.merge: refactor varargs to overloads  https://github.com/Netflix/RxJava/issues/359 Varargs cause compiler warnings	Observable .[sentence: 1,-1] merge :refactor varargs to overloads https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /359 Varargs cause compiler warnings [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Observable.concat: refactor varargs to overloads  https://github.com/Netflix/RxJava/issues/359 Varargs cause compiler warnings  As part of this I also changed this:  ```java public static <T> Observable<T> concat(Observable<Observable<? extends T>> observables) ```  to  ```java public static <T> Observable<T> concat(Observable<Observable<T>> observables) ```  I documented the reasoning of this at https://github.com/Netflix/RxJava/issues/360#issuecomment-24121217	Observable .[sentence: 1,-1] concat :refactor varargs to overloads https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /359 Varargs cause compiler warnings As part of this I also changed this :```java public static[-2]<T >Observable <T >concat (Observable <Observable <?[sentence: 1,-2] extends T >>observables )```to ```java public static[-2]<T >Observable <T >concat (Observable <Observable <T >>observables )```I documented the reasoning of this at https ://github .[sentence: 1,-2] com /Netflix /RxJava /issues /360 #issuecomment -24121217 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Observable.from: refactor varargs to overloads  https://github.com/Netflix/RxJava/issues/359 Varargs cause compiler warnings	Observable .[sentence: 1,-1] from :refactor varargs to overloads https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /359 Varargs cause compiler warnings [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Create README.md	Create README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add Observer wrapper to make subscribe(Observer[T]) work	add Observer wrapper to make subscribe (Observer [T ])work [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #356 from jmhofer/interval  Added interval methods to Observable, where they were still missing	Merge pull request #356 from jmhofer /interval Added interval methods to Observable ,where they were still missing [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #355 from jmhofer/skip-while  implemented skipWhile and skipWhileWithIndex (#80)	Merge pull request #355 from jmhofer /skip -while implemented skipWhile and skipWhileWithIndex (#80 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #354 from jmhofer/count-sum-average  Count, Sum, Average implementations	Merge pull request #354 from jmhofer /count -sum -average Count ,Sum ,Average implementations [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added link urls to the msdn descriptions	Added link urls to the msdn descriptions [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added FirstOrDefault operation	Added FirstOrDefault operation [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added the two variants of the first operator.	Added the two variants of the first operator .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	removed unused imports	removed unused imports [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	added interval methods to Observable, where they were still missing	added interval methods to Observable ,where they were still missing [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	implemented skipWhile and skipWhileWithIndex (#80)	implemented skipWhile and skipWhileWithIndex (#80 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	implemented average operation (#25)	implemented average operation (#25 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	added test against long sum, too (#83)	added test against[-2]long sum ,too (#83 )[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	added sum operations	added sum operations [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	implemented count operator (#32)	implemented count operator (#32 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #353 from benjchristensen/take-unit-test  Take Operator Error Handling	Merge pull request #353 from benjchristensen /take -unit -test Take Operator Error[-2]Handling [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Take Operator Error Handling  Unit test for https://github.com/Netflix/RxJava/issues/217	Take Operator Error[-2]Handling Unit test for https ://github .[sentence: 1,-2] com /Netflix /RxJava /issues /217 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.12.1 and 0.12.2	Version 0 .[sentence: 1,-1] 12 .[sentence: 1,-1] 1 and 0 .[sentence: 1,-1] 12 .2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.12.3-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 12 .[sentence: 1,-1] 3 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.12.2'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 12 .[sentence: 1,-1] 2 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #352 from abersnaze/groovy-wrapper  Adding Func5-9 and N to the wrapper	Merge pull request #352 from abersnaze /groovy -wrapper Adding Func5 -9 and N to the wrapper [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	adding Func5-9 and N to the wrapper	adding Func5 -9 and N to the wrapper [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add methods to Scala Wrapper (5) (window)	add methods to Scala Wrapper (5 )(window )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'master' of github.com:Netflix/RxJava into idiomaticscala	Merge branch 'master 'of github .[sentence: 1,-1] com :Netflix /RxJava into idiomaticscala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add methods to Scala Wrapper (4)	add methods to Scala Wrapper (4 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.12.2-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 12 .[sentence: 1,-1] 2 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.12.1'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 12 .[sentence: 1,-1] 1 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #350 from jmhofer/swing  A little Swing wrap-up	Merge pull request #350 from jmhofer /swing A little Swing wrap -up [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #351 from benjchristensen/window-fix  Fix Observable.window static/instance bug	Merge pull request #351 from benjchristensen /window -fix Fix Observable .[sentence: 1,-1] window static[-2]/instance bug[-2][sentence: 1,-2] [result: max + and - of any sentence]
