Positive	Negative	Text	Explanation
1	-1	Whitespace fix.	Whitespace fix .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixed unsubscription issue in buffer with time and a potential concurrency issue in merge.	Fixed unsubscription issue in buffer with time and a potential concurrency issue in merge .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #1866 from akarnokd/ReplaySubjectMemoryLeakFix  Fix memory leak in bounded ReplaySubject due to retaining the node index	Merge pull request #1866 from akarnokd /ReplaySubjectMemoryLeakFix Fix memory leak[-2]in bounded ReplaySubject due to retaining the node index [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Merge pull request #1884 from benjchristensen/mutable-collect-scan-reduce  Fix Scan/Reduce/Collect Factory Ambiguity	Merge pull request #1884 from benjchristensen /mutable -collect -scan -reduce Fix Scan /Reduce /Collect Factory Ambiguity[-2][sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Fix Scan/Reduce/Collect Factory Ambiguity  This puts the seed factory on `collect` and removes it from `scan` and `reduce` due to ambiguity. See https://github.com/ReactiveX/RxJava/pull/1883 and https://github.com/ReactiveX/RxJava/issues/1881	Fix Scan /Reduce /Collect Factory Ambiguity[-2]This puts the seed factory on `collect `and removes it from `scan `and `reduce `due to ambiguity[-2].[sentence: 1,-2] See https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /pull /1883 and https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /1881 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1882 from benjchristensen/scheduler-parallelism  Remove Unused Scheduler.parallelism	Merge pull request #1882 from benjchristensen /scheduler -parallelism Remove Unused Scheduler .[sentence: 1,-1] parallelism [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove Unused Scheduler.parallelism  Before hitting 1.0 removing this API as it is not used.	Remove Unused Scheduler .[sentence: 1,-1] parallelism Before hitting 1 .[sentence: 1,-1] 0 removing this API as it is not used .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.20.7	0 .[sentence: 1,-1] 20 .7 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	1.0.0-rc.10	1 .[sentence: 1,-1] 0 .[sentence: 1,-1] 0 -rc .[sentence: 1,-1] 10 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Fix memory leak in bounded ReplaySubject due to retaining the node index indefinitely once the Subscriber caught up.	Fix memory leak[-2]in bounded ReplaySubject due to retaining the node index indefinitely once the Subscriber caught up .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Add missing javadoc interface descriptions for the various FuncN variants (#1843)	Add missing javadoc interface descriptions for the various FuncN variants (#1843 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add missing javadoc interface descriptions for some ActionN variants (#1842)	Add missing javadoc interface descriptions for some ActionN variants (#1842 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Make the javadoc descriptions of various Exception implementations parallel one another better (#1841)	Make the javadoc descriptions of various Exception implementations parallel one another better (#1841 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	overridden onFoo() methods in Subscriber subclasses need their own javadocs (#1849 #1850). Also: Observer javadocs are a bit too groovy.	overridden onFoo ()methods in Subscriber subclasses need their own javadocs (#1849 #1850 ).[sentence: 1,-1] Also :Observer javadocs are a bit too groovy .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	in BlockingObservable.forEach() javadoc, clarify what happens in case of error notification from underlying Observable (#1844)	in BlockingObservable[-2].[sentence: 1,-2] forEach ()javadoc ,clarify what happens in case of error[-2]notification from underlying Observable (#1844 )[sentence: 1,-2] [result: max + and - of any sentence]
1	-2	In javadocs, warn developers away from using BlockingObservable in production code (#1844)	In javadocs ,warn developers away from using BlockingObservable[-2]in production code (#1844 )[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	advanced javadoc formatting yoga in GroupedObservable class description (#1846)	advanced javadoc formatting yoga in GroupedObservable class description (#1846 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	promote Observer.create(onNext) note about onError to sentence #1 of javadoc description (#1847)	promote Observer .[sentence: 1,-1] create (onNext )note about onError to sentence #1 of javadoc description (#1847 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	javadocs for Subscriber variants: take care of Observer/Subscriber distinction (#1848)	javadocs for Subscriber variants :take care[2]of Observer /Subscriber distinction (#1848 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Hiding implementation details from Scheduler javadocs (#1851)	Hiding implementation details from Scheduler javadocs (#1851 )[sentence: 1,-1] [result: max + and - of any sentence]
