Positive	Negative	Text	Explanation
1	-1	Merge pull request #2898 from davidmoten/range-eager-complete  Observable.range - add unit test for eager completion on empty	Merge pull request #2898 from davidmoten /range -eager -complete Observable .[sentence: 1,-1] range -add unit test for eager completion on empty [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add unit test to ensure that range with count of 0 sends onComplete even when initial request is 0	add unit test to ensure that range with count of 0 sends onComplete even when initial request is 0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2895 from davidmoten/from-iter-race  Fix Observable.from(Iterable) race condition	Merge pull request #2895 from davidmoten /from -iter -race Fix Observable .[sentence: 1,-1] from (Iterable )race condition [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	fix race condition for Observable.from(Iterable) where two concurrent calls to the Producer.request with Long.MAX_VALUE could start the fast path twice	fix race condition for Observable .[sentence: 1,-1] from (Iterable )where two concurrent calls to the Producer .[sentence: 1,-1] request with Long .[sentence: 1,-1] MAX _VALUE[2]could start the fast path twice [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2892 from davidmoten/range-race  Fix Observable.range race condition	Merge pull request #2892 from davidmoten /range -race Fix Observable .[sentence: 1,-1] range race condition [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	fix race condition for range where two threads concurrently request Long.MAX_VALUE and both start the fast path thus possibly some items more than once	fix race condition for range where two threads concurrently request Long .[sentence: 1,-1] MAX _VALUE[2]and both start the fast path thus possibly some items more than once [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2882 from davidmoten/scan-fix  OperatorScan - don't call onNext after onError is called	Merge pull request #2882 from davidmoten /scan -fix OperatorScan -don't call onNext after onError is called [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	child.onNext should not be called after child.onError	child .[sentence: 1,-1] onNext should not be called after child .[sentence: 1,-1] onError [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2875 from akarnokd/ConcatNPEFix  Fix: NPE in requestFromChild method.	Merge pull request #2875 from akarnokd /ConcatNPEFix Fix :NPE in requestFromChild method .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixes NPE in requestFromChild method.	Fixes NPE in requestFromChild method .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	1.0.9	1 .[sentence: 1,-1] 0 .9 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #2866 from davidmoten/Action1-argument-name  Use simpler naming in Action1, Func1 to assist IDEs	Merge pull request #2866 from davidmoten /Action1 -argument[-2]-name Use simpler naming in Action1 ,Func1 to assist IDEs [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #2867 from davidmoten/remove-unused  More warnings cleanup	Merge pull request #2867 from davidmoten /remove -unused More warnings cleanup [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #2868 from akarnokd/RetryWithBackpressureFix  Fixed reentrancy issue with the error producer.	Merge pull request #2868 from akarnokd /RetryWithBackpressureFix Fixed reentrancy issue with the error[-2]producer .[sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Fixed reentrancy issue with the error producer.	Fixed reentrancy issue with the error[-2]producer .[sentence: 1,-2] [result: max + and - of any sentence]
